ensembl_gene_id	human_gene_id	current_symbol_cache	type_of_gene_cache	ensembl_mapping_is_one_to_one	present_in_GSE302658	current_symbol_rebuilt	type_of_gene_rebuilt	rebuilt_one_to_one	_merge
ENSG00000252677	124900411	LOC124900411	snoRNA	True	True	LOC124900411	snoRNA	True	both
ENSG00000252680	100873694	RNA5SP449	pseudo	True	True	RNA5SP449	pseudo	True	both
ENSG00000252681	106480182	RNU1-97P	pseudo	True	True	RNU1-97P	pseudo	True	both
ENSG00000252682	124904806	LOC124904806	snoRNA	True	True	LOC124904806	snoRNA	True	both
ENSG00000252684	106480543	RNU6ATAC36P	pseudo	True	True	RNU6ATAC36P	pseudo	True	both
ENSG00000252685	106479977	RNU6-928P	pseudo	True	True	RNU6-928P	pseudo	True	both
ENSG00000252686	106480106	RNU6-1234P	pseudo	True	True	RNU6-1234P	pseudo	True	both
ENSG00000252688	106481364	RNU6-579P	pseudo	True	True	RNU6-579P	pseudo	True	both
ENSG00000252689	124900508	LOC124900508	snoRNA	True	True	LOC124900508	snoRNA	True	both
ENSG00000252691	124900433	LOC124900433	ncRNA	True	True	LOC124900433	ncRNA	True	both
ENSG00000252692	124900428	LOC124900428	snoRNA	True	True	LOC124900428	snoRNA	True	both
ENSG00000252693	124900500	LOC124900500	pseudo	True	True	LOC124900500	pseudo	True	both
ENSG00000252695	100313842	MIR2276	ncRNA	True	True	MIR2276	ncRNA	True	both
ENSG00000252696	100873366	RNA5SP34	pseudo	True	True	RNA5SP34	pseudo	True	both
ENSG00000252697	106479188	RN7SKP209	pseudo	True	True	RN7SKP209	pseudo	True	both
ENSG00000252699	109617002	SNORA21B	snoRNA	True	True	SNORA21B	snoRNA	True	both
ENSG00000252700	106480815	RNU7-110P	pseudo	True	True	RNU7-110P	pseudo	True	both
ENSG00000252704	106479219	RN7SKP277	pseudo	True	True	RN7SKP277	pseudo	True	both
ENSG00000252705	106480558	RNU6-175P	pseudo	True	True	RNU6-175P	pseudo	True	both
ENSG00000252707	106479561	RNU11-2P	pseudo	True	True	RNU11-2P	pseudo	True	both
ENSG00000252710	106481272	RNU6-295P	pseudo	True	True	RNU6-295P	pseudo	True	both
ENSG00000252711	106480869	RN7SKP116	pseudo	True	True	RN7SKP116	pseudo	True	both
ENSG00000252712	692149	SCARNA14	ncRNA	True	True	SCARNA14	ncRNA	True	both
ENSG00000252713	106480090	RNU6-1198P	pseudo	True	True	RNU6-1198P	pseudo	True	both
ENSG00000252714	100873645	RNA5SP392	pseudo	True	True	RNA5SP392	pseudo	True	both
ENSG00000252716	106479211	RN7SKP260	pseudo	True	True	RN7SKP260	pseudo	True	both
ENSG00000252717	106480573	RNU6-352P	pseudo	True	True	RNU6-352P	pseudo	True	both
ENSG00000252718	106481374	RNU6-612P	pseudo	True	True	RNU6-612P	pseudo	True	both
ENSG00000252720	106480115	RNU6-1258P	pseudo	True	True	RNU6-1258P	pseudo	True	both
ENSG00000252721	106479919	RNU6-798P	pseudo	True	True	RNU6-798P	pseudo	True	both
ENSG00000252722	124900369	LOC124900369	ncRNA	True	True	LOC124900369	ncRNA	True	both
ENSG00000252723	106481395	RNU6-677P	pseudo	True	True	RNU6-677P	pseudo	True	both
ENSG00000252724	124900278	LOC124900278	pseudo	True	True	LOC124900278	pseudo	True	both
ENSG00000252725	106479905	RNU6-765P	pseudo	True	True	RNU6-765P	pseudo	True	both
ENSG00000252726	100873327	RNA5SP94	pseudo	True	True	RNA5SP94	pseudo	True	both
ENSG00000252727	124900334	LOC124900334	ncRNA	True	True	LOC124900334	ncRNA	True	both
ENSG00000252729	106481926	RNU6-971P	pseudo	True	True	RNU6-971P	pseudo	True	both
ENSG00000252734	106481489	RNU6-980P	pseudo	True	True	RNU6-980P	pseudo	True	both
ENSG00000252735	106479800	RNU6-528P	pseudo	True	True	RNU6-528P	pseudo	True	both
ENSG00000252739	106480824	RNU7-151P	pseudo	True	True	RNU7-151P	pseudo	True	both
ENSG00000252743	106481919	RNU6-850P	pseudo	True	True	RNU6-850P	pseudo	True	both
ENSG00000252745	100873410	RNA5SP143	pseudo	True	True	RNA5SP143	pseudo	True	both
ENSG00000252746	106480566	RNU6-273P	pseudo	True	True	RNU6-273P	pseudo	True	both
ENSG00000252747	100873623	RNA5SP364	pseudo	True	True	RNA5SP364	pseudo	True	both
ENSG00000252749	106480816	RNU7-116P	pseudo	True	True	RNU7-116P	pseudo	True	both
ENSG00000252750	100151667	RNU7-70P	pseudo	True	True	RNU7-70P	pseudo	True	both
ENSG00000252751	106479629	RNU6-143P	pseudo	True	True	RNU6-143P	pseudo	True	both
ENSG00000252752	106479659	RNU6-210P	pseudo	True	True	RNU6-210P	pseudo	True	both
ENSG00000252755	106479876	RNU6-703P	pseudo	True	True	RNU6-703P	pseudo	True	both
ENSG00000252756	106479822	RNU6-577P	pseudo	True	True	RNU6-577P	pseudo	True	both
ENSG00000252757	106479137	RN7SKP96	pseudo	True	True	RN7SKP96	pseudo	True	both
ENSG00000252758	106479763	RNU6-445P	pseudo	True	True	RNU6-445P	pseudo	True	both
ENSG00000252760	100873292	RNA5SP54	pseudo	True	True	RNA5SP54	pseudo	True	both
ENSG00000252763	106480210	RNU2-31P	pseudo	True	True	RNU2-31P	pseudo	True	both
ENSG00000252764	106480046	RNU6-1092P	pseudo	True	True	RNU6-1092P	pseudo	True	both
ENSG00000252765	124900440	LOC124900440	ncRNA	True	True	LOC124900440	ncRNA	True	both
ENSG00000252766	106481258	RNU6-255P	pseudo	True	True	RNU6-255P	pseudo	True	both
ENSG00000252767	106479678	RNU6-250P	pseudo	True	True	RNU6-250P	pseudo	True	both
ENSG00000252768	106481451	RNU6-856P	pseudo	True	True	RNU6-856P	pseudo	True	both
ENSG00000252769	106480623	RNU6-943P	pseudo	True	True	RNU6-943P	pseudo	True	both
ENSG00000252770	100147747	RNU7-4P	pseudo	True	True	RNU7-4P	pseudo	True	both
ENSG00000252772	106480603	RNU6-714P	pseudo	True	True	RNU6-714P	pseudo	True	both
ENSG00000252774	124900364	LOC124900364	snoRNA	True	True	LOC124900364	snoRNA	True	both
ENSG00000252776	106479542	RNU4ATAC10P	pseudo	True	True	RNU4ATAC10P	pseudo	True	both
ENSG00000252777	124904809	LOC124904809	ncRNA	True	True	LOC124904809	ncRNA	True	both
ENSG00000252778	124900315	LOC124900315	ncRNA	True	True	LOC124900315	ncRNA	True	both
ENSG00000252779	106479647	RNU6-182P	pseudo	True	True	RNU6-182P	pseudo	True	both
ENSG00000252780	100873714	RNA5SP471	pseudo	True	True	RNA5SP471	pseudo	True	both
ENSG00000252782	106481287	RNU6-341P	pseudo	True	True	RNU6-341P	pseudo	True	both
ENSG00000252783	106481445	RNU6-835P	pseudo	True	True	RNU6-835P	pseudo	True	both
ENSG00000252794	106480851	RN7SKP60	pseudo	True	True	RN7SKP60	pseudo	True	both
ENSG00000252795	100873764	RNU6-56P	pseudo	True	True	RNU6-56P	pseudo	True	both
ENSG00000252796	100147759	RNU7-11P	pseudo	True	True	RNU7-11P	pseudo	True	both
ENSG00000252797	106479217	RN7SKP272	pseudo	True	True	RN7SKP272	pseudo	True	both
ENSG00000252800	124900352	LOC124900352	pseudo	True	True	LOC124900352	pseudo	True	both
ENSG00000252806	100873671	RNA5SP420	pseudo	True	True	RNA5SP420	pseudo	True	both
ENSG00000252807	106480010	RNU6-1006P	pseudo	True	True	RNU6-1006P	pseudo	True	both
ENSG00000252810	106481288	RNU6-345P	pseudo	True	True	RNU6-345P	pseudo	True	both
ENSG00000252812	100873846	RN7SKP2	pseudo	True	True	RN7SKP2	pseudo	True	both
ENSG00000252814	106480475	RN7SKP233	pseudo	True	True	RN7SKP233	pseudo	True	both
ENSG00000252815	106481893	RNU6-410P	pseudo	True	True	RNU6-410P	pseudo	True	both
ENSG00000252816	100873600	RNA5SP337	pseudo	True	True	RNA5SP337	pseudo	True	both
ENSG00000252821	106479737	RNU6-388P	pseudo	True	True	RNU6-388P	pseudo	True	both
ENSG00000252823	106479631	RNU6-148P	pseudo	True	True	RNU6-148P	pseudo	True	both
ENSG00000252826	106481620	RNVU1-23	pseudo	True	True	RNVU1-23	pseudo	True	both
ENSG00000252827	106479099	RN7SKP11	pseudo	True	True	RN7SKP11	pseudo	True	both
ENSG00000252828	100873403	RNA5SP135	pseudo	True	True	RNA5SP135	pseudo	True	both
ENSG00000252830	111644138	RNA5SP533	pseudo	True	True	RNA5SP533	pseudo	True	both
ENSG00000252832	106481943	RNU6-1212P	pseudo	True	True	RNU6-1212P	pseudo	True	both
ENSG00000252833	100873448	RNA5SP186	pseudo	True	True	RNA5SP186	pseudo	True	both
ENSG00000252835	677763	SCARNA21	ncRNA	True	True	SCARNA21	ncRNA	True	both
ENSG00000252837	106479138	RN7SKP99	pseudo	True	True	RN7SKP99	pseudo	True	both
ENSG00000252840	124900437	LOC124900437	snoRNA	True	True	LOC124900437	snoRNA	True	both
ENSG00000252845	100873372	RNA5SP101	pseudo	True	True	RNA5SP101	pseudo	True	both
ENSG00000252847	106480218	RNU2-46P	pseudo	True	True	RNU2-46P	pseudo	True	both
ENSG00000252848	100873488	RNA5SP230	pseudo	True	True	RNA5SP230	pseudo	True	both
ENSG00000252854	100873849	RN7SKP5	pseudo	True	True	RN7SKP5	pseudo	True	both
ENSG00000252856	100873554	RNA5SP503	pseudo	True	True	RNA5SP503	pseudo	True	both
ENSG00000252857	106481301	RNU6-389P	pseudo	True	True	RNU6-389P	pseudo	True	both
ENSG00000252858	106480120	RNU6-1271P	pseudo	True	True	RNU6-1271P	pseudo	True	both
ENSG00000252859	106480575	RNU6-375P	pseudo	True	True	RNU6-375P	pseudo	True	both
ENSG00000252860	106481361	RNU6-570P	pseudo	True	True	RNU6-570P	pseudo	True	both
ENSG00000252861	106479764	RNU6-448P	pseudo	True	True	RNU6-448P	pseudo	True	both
ENSG00000252863	106481941	RNU6-1183P	pseudo	True	True	RNU6-1183P	pseudo	True	both
ENSG00000252864	100873531	RNA5SP278	pseudo	True	True	RNA5SP278	pseudo	True	both
ENSG00000252866	106479001	RNA5SP243	pseudo	True	True	RNA5SP243	pseudo	True	both
ENSG00000252867	106481466	RNU6-909P	pseudo	True	True	RNU6-909P	pseudo	True	both
ENSG00000252872	106480832	RNU7-188P	pseudo	True	True	RNU7-188P	pseudo	True	both
ENSG00000252877	106480439	RNA5SP312	pseudo	True	True	RNA5SP312	pseudo	True	both
ENSG00000252879	106480863	RN7SKP98	pseudo	True	True	RN7SKP98	pseudo	True	both
ENSG00000252881	106479714	RNU6-334P	pseudo	True	True	RNU6-334P	pseudo	True	both
ENSG00000252882	106480067	RNU6-1137P	pseudo	True	True	RNU6-1137P	pseudo	True	both
ENSG00000252884	106481563	RNU6-1213P	pseudo	True	True	RNU6-1213P	pseudo	True	both
ENSG00000252886	106480894	RN7SKP197	pseudo	True	True	RN7SKP197	pseudo	True	both
ENSG00000252887	106479756	RNU6-430P	pseudo	True	True	RNU6-430P	pseudo	True	both
ENSG00000252889	106481570	RNU6-1236P	pseudo	True	True	RNU6-1236P	pseudo	True	both
ENSG00000252890	106479875	RNU6-699P	pseudo	True	True	RNU6-699P	pseudo	True	both
ENSG00000252892	106481354	RNU6-548P	pseudo	True	True	RNU6-548P	pseudo	True	both
ENSG00000252897	106479868	RNU6-685P	pseudo	True	True	RNU6-685P	pseudo	True	both
ENSG00000252898	106480700	RNU6-1096P	pseudo	True	True	RNU6-1096P	pseudo	True	both
ENSG00000252900	106479702	RNU6-303P	pseudo	True	True	RNU6-303P	pseudo	True	both
ENSG00000252902	106479008	RNA5SP342	pseudo	True	True	RNA5SP342	pseudo	True	both
ENSG00000252903	106481461	RNU6-894P	pseudo	True	True	RNU6-894P	pseudo	True	both
ENSG00000252904	124900212	LOC124900212	snoRNA	True	True	LOC124900212	snoRNA	True	both
ENSG00000252905	100873596	RNA5SP330	pseudo	True	True	RNA5SP330	pseudo	True	both
ENSG00000252906	677679	SCARNA3	ncRNA	True	True	SCARNA3	ncRNA	True	both
ENSG00000252908	106481778	RNU6-1003P	pseudo	True	True	RNU6-1003P	pseudo	True	both
ENSG00000252909	106481240	RNU6-201P	pseudo	True	True	RNU6-201P	pseudo	True	both
ENSG00000252913	106481225	RNU6-158P	pseudo	True	True	RNU6-158P	pseudo	True	both
ENSG00000252914	106479915	RNU6-789P	pseudo	True	True	RNU6-789P	pseudo	True	both
ENSG00000252916	106479903	RNU6-762P	pseudo	True	True	RNU6-762P	pseudo	True	both
ENSG00000252920	124900435	LOC124900435	snoRNA	True	True	LOC124900435	snoRNA	True	both
ENSG00000252922	106479728	RNU6-365P	pseudo	True	True	RNU6-365P	pseudo	True	both
ENSG00000252923	124900529	LOC124900529	ncRNA	True	True	LOC124900529	ncRNA	True	both
ENSG00000252927	100873656	RNA5SP404	pseudo	True	True	RNA5SP404	pseudo	True	both
ENSG00000252928	100873769	RNU6-64P	pseudo	True	True	RNU6-64P	pseudo	True	both
ENSG00000252929	106479663	RNU6-218P	pseudo	True	True	RNU6-218P	pseudo	True	both
ENSG00000252930	106481501	RNU6-1015P	pseudo	True	True	RNU6-1015P	pseudo	True	both
ENSG00000252931	106481251	RNU6-231P	pseudo	True	True	RNU6-231P	pseudo	True	both
ENSG00000252933	106481566	RNU6-1223P	pseudo	True	True	RNU6-1223P	pseudo	True	both
ENSG00000252934	106480828	RNU7-172P	pseudo	True	True	RNU7-172P	pseudo	True	both
ENSG00000252935	106481565	RNU6-1220P	pseudo	True	True	RNU6-1220P	pseudo	True	both
ENSG00000252936	100873674	RNA5SP423	pseudo	True	True	RNA5SP423	pseudo	True	both
ENSG00000252937	106481581	RNU6-1270P	pseudo	True	True	RNU6-1270P	pseudo	True	both
ENSG00000252941	100873603	RNA5SP340	pseudo	True	True	RNA5SP340	pseudo	True	both
ENSG00000252942	100873543	RNA5SP290	pseudo	True	True	RNA5SP290	pseudo	True	both
ENSG00000252943	106481262	RNU6-264P	pseudo	True	True	RNU6-264P	pseudo	True	both
ENSG00000252944	106479963	RNU6-897P	pseudo	True	True	RNU6-897P	pseudo	True	both
ENSG00000252945	124903423	LOC124903423	snoRNA	True	True	LOC124903423	snoRNA	True	both
ENSG00000252947	677774	SCARNA1	ncRNA	True	True	SCARNA1	ncRNA	True	both
ENSG00000252948	106481595	RNU6-1314P	pseudo	True	True	RNU6-1314P	pseudo	True	both
ENSG00000252950	100873732	RNA5SP490	pseudo	True	True	RNA5SP490	pseudo	True	both
ENSG00000252951	100873430	RNA5SP165	pseudo	True	True	RNA5SP165	pseudo	True	both
ENSG00000252953	106480388	RNU6-232P	pseudo	True	True	RNU6-232P	pseudo	True	both
ENSG00000252955	106479541	RNU4ATAC9P	pseudo	True	True	RNU4ATAC9P	pseudo	True	both
ENSG00000252956	100873279	RNA5SP40	pseudo	True	True	RNA5SP40	pseudo	True	both
ENSG00000252957	100873655	RNA5SP402	pseudo	True	True	RNA5SP402	pseudo	True	both
ENSG00000252959	100873435	RNA5SP170	pseudo	True	True	RNA5SP170	pseudo	True	both
ENSG00000252960	106480912	RN7SKP258	pseudo	True	True	RN7SKP258	pseudo	True	both
ENSG00000252962	106480005	RNU6-993P	pseudo	True	True	RNU6-993P	pseudo	True	both
ENSG00000252963	106480879	RN7SKP147	pseudo	True	True	RN7SKP147	pseudo	True	both
ENSG00000252964	100873653	RNA5SP400	pseudo	True	True	RNA5SP400	pseudo	True	both
ENSG00000252969	124900427	LOC124900427	pseudo	True	True	LOC124900427	pseudo	True	both
ENSG00000252970	100873425	RNA5SP159	pseudo	True	True	RNA5SP159	pseudo	True	both
ENSG00000252971	106480030	RNU6-1057P	pseudo	True	True	RNU6-1057P	pseudo	True	both
ENSG00000252973	106480405	RNU6-1028P	pseudo	True	True	RNU6-1028P	pseudo	True	both
ENSG00000252977	106480436	RNA5SP70	pseudo	True	True	RNA5SP70	pseudo	True	both
ENSG00000252978	106480889	RN7SKP183	pseudo	True	True	RN7SKP183	pseudo	True	both
ENSG00000252979	106481227	RNU6-165P	pseudo	True	True	RNU6-165P	pseudo	True	both
ENSG00000252980	106481890	RNU6-367P	pseudo	True	True	RNU6-367P	pseudo	True	both
ENSG00000252982	106480368	RN7SKP234	pseudo	True	True	RN7SKP234	pseudo	True	both
ENSG00000252983	100147822	RNU7-35P	pseudo	True	True	RNU7-35P	pseudo	True	both
ENSG00000252984	106479939	RNU6-844P	pseudo	True	True	RNU6-844P	pseudo	True	both
ENSG00000252985	124902337	LOC124902337	pseudo	True	True	LOC124902337	pseudo	True	both
ENSG00000252987	100873301	RNA5SP66	pseudo	True	True	RNA5SP66	pseudo	True	both
ENSG00000252988	106481212	RNU6-111P	pseudo	True	True	RNU6-111P	pseudo	True	both
ENSG00000252990	106481611	RNU1-54P	pseudo	True	True	RNU1-54P	pseudo	True	both
ENSG00000252991	106481518	RNU6-1073P	pseudo	True	True	RNU6-1073P	pseudo	True	both
ENSG00000252992	124900313	LOC124900313	ncRNA	True	True	LOC124900313	ncRNA	True	both
ENSG00000252994	106480104	RNU6-1231P	pseudo	True	True	RNU6-1231P	pseudo	True	both
ENSG00000252995	106479862	RNU6-667P	pseudo	True	True	RNU6-667P	pseudo	True	both
ENSG00000252996	106481950	RNU6-1315P	pseudo	True	True	RNU6-1315P	pseudo	True	both
ENSG00000252998	106480402	RNU6-889P	pseudo	True	True	RNU6-889P	pseudo	True	both
ENSG00000252999	100873636	RNA5SP380	pseudo	True	True	RNA5SP380	pseudo	True	both
ENSG00000253000	106481610	RNU1-45P	pseudo	True	True	RNU1-45P	pseudo	True	both
ENSG00000253001	106479141	RN7SKP105	pseudo	True	True	RN7SKP105	pseudo	True	both
ENSG00000253003	106480116	RNU6-1261P	pseudo	True	True	RNU6-1261P	pseudo	True	both
ENSG00000253005	106479644	RNU6-176P	pseudo	True	True	RNU6-176P	pseudo	True	both
ENSG00000253006	106479221	RN7SKP283	pseudo	True	True	RN7SKP283	pseudo	True	both
ENSG00000253007	109616998	SNORA50B	snoRNA	True	True	SNORA50B	snoRNA	True	both
ENSG00000253008	100423036	MIR2355	ncRNA	True	True	MIR2355	ncRNA	True	both
ENSG00000253010	106480911	RN7SKP256	pseudo	True	True	RN7SKP256	pseudo	True	both
ENSG00000253015	106480852	RN7SKP64	pseudo	True	True	RN7SKP64	pseudo	True	both
ENSG00000253019	106479111	RN7SKP35	pseudo	True	True	RN7SKP35	pseudo	True	both
ENSG00000253020	106479113	RN7SKP40	pseudo	True	True	RN7SKP40	pseudo	True	both
ENSG00000253021	106480619	RNU6-902P	pseudo	True	True	RNU6-902P	pseudo	True	both
ENSG00000253022	106481411	RNU6-731P	pseudo	True	True	RNU6-731P	pseudo	True	both
ENSG00000253023	106479083	RNU7-156P	pseudo	True	True	RNU7-156P	pseudo	True	both
ENSG00000253024	106480107	RNU6-1238P	pseudo	True	True	RNU6-1238P	pseudo	True	both
ENSG00000253025	106480202	RNU2-12P	pseudo	True	True	RNU2-12P	pseudo	True	both
ENSG00000253026	106479771	RNU6-464P	pseudo	True	True	RNU6-464P	pseudo	True	both
ENSG00000253027	124900431	LOC124900431	pseudo	True	True	LOC124900431	pseudo	True	both
ENSG00000253028	124900240	LOC124900240	snoRNA	True	True	LOC124900240	snoRNA	True	both
ENSG00000253030	100313886	MIR2116	ncRNA	True	True	MIR2116	ncRNA	True	both
ENSG00000253031	100873544	RNA5SP291	pseudo	True	True	RNA5SP291	pseudo	True	both
ENSG00000253032	106480389	RNU6-299P	pseudo	True	True	RNU6-299P	pseudo	True	both
ENSG00000253035	106481156	RNU4ATAC5P	pseudo	True	True	RNU4ATAC5P	pseudo	True	both
ENSG00000253038	106479878	RNU6-706P	pseudo	True	True	RNU6-706P	pseudo	True	both
ENSG00000253039	100873286	RNA5SP47	pseudo	True	True	RNA5SP47	pseudo	True	both
ENSG00000253040	100873699	RNA5SP454	pseudo	True	True	RNA5SP454	pseudo	True	both
ENSG00000253042	124900426	LOC124900426	snoRNA	True	True	LOC124900426	snoRNA	True	both
ENSG00000253043	106479093	RNU7-181P	pseudo	True	True	RNU7-181P	pseudo	True	both
ENSG00000253048	106479585	RNU4-60P	pseudo	True	True	RNU4-60P	pseudo	True	both
ENSG00000253051	109616966	SNORA31B	snoRNA	True	True	SNORA31B	snoRNA	True	both
ENSG00000253053	106479224	RN7SKP289	pseudo	True	True	RN7SKP289	pseudo	True	both
ENSG00000253054	100151674	RNU7-77P	pseudo	True	True	RNU7-77P	pseudo	True	both
ENSG00000253055	100873666	RNA5SP415	pseudo	True	True	RNA5SP415	pseudo	True	both
ENSG00000253056	106480819	RNU7-128P	pseudo	True	True	RNU7-128P	pseudo	True	both
ENSG00000253057	106479120	RN7SKP57	pseudo	True	True	RN7SKP57	pseudo	True	both
ENSG00000253058	100873686	RNA5SP437	pseudo	True	True	RNA5SP437	pseudo	True	both
ENSG00000253059	124900348	LOC124900348	pseudo	True	True	LOC124900348	pseudo	True	both
ENSG00000253060	124900454	LOC124900454	pseudo	True	True	LOC124900454	pseudo	True	both
ENSG00000253063	106479785	RNU6-494P	pseudo	True	True	RNU6-494P	pseudo	True	both
ENSG00000253064	106479881	RNU6-711P	pseudo	True	True	RNU6-711P	pseudo	True	both
ENSG00000253065	124900211	LOC124900211	pseudo	True	True	LOC124900211	pseudo	True	both
ENSG00000253066	106479879	RNU6-709P	pseudo	True	True	RNU6-709P	pseudo	True	both
ENSG00000253070	106480400	RNU6-794P	pseudo	True	True	RNU6-794P	pseudo	True	both
ENSG00000253073	106480924	RN7SKP295	pseudo	True	True	RN7SKP295	pseudo	True	both
ENSG00000253074	106480592	RNU6-586P	pseudo	True	True	RNU6-586P	pseudo	True	both
ENSG00000253075	106479135	RN7SKP92	pseudo	True	True	RN7SKP92	pseudo	True	both
ENSG00000253077	100873434	RNA5SP169	pseudo	True	True	RNA5SP169	pseudo	True	both
ENSG00000253078	106480057	RNU6-1116P	pseudo	True	True	RNU6-1116P	pseudo	True	both
ENSG00000253080	100873631	RNA5SP373	pseudo	True	True	RNA5SP373	pseudo	True	both
ENSG00000253081	106480696	RNU4ATAC17P	pseudo	True	True	RNU4ATAC17P	pseudo	True	both
ENSG00000253083	106478994	RNA5SP106	pseudo	True	True	RNA5SP106	pseudo	True	both
ENSG00000253084	131183827	RNU6-840P	pseudo	True	True	RNU6-840P	pseudo	True	both
ENSG00000253085	124900446	LOC124900446	ncRNA	True	True	LOC124900446	ncRNA	True	both
ENSG00000253087	106481550	RNU6-1174P	pseudo	True	True	RNU6-1174P	pseudo	True	both
ENSG00000253089	106480184	RNU1-104P	pseudo	True	True	RNU1-104P	pseudo	True	both
ENSG00000253092	124900564	LOC124900564	snoRNA	True	True	LOC124900564	snoRNA	True	both
ENSG00000253093	100873441	RNA5SP179	pseudo	True	True	RNA5SP179	pseudo	True	both
ENSG00000253094	124903254	LOC124903254	pseudo	True	True	LOC124903254	pseudo	True	both
ENSG00000253097	106481959	RNU2-19P	pseudo	True	True	RNU2-19P	pseudo	True	both
ENSG00000253098	106480452	RNU7-161P	pseudo	True	True	RNU7-161P	pseudo	True	both
ENSG00000253099	106481653	RNU2-60P	pseudo	True	True	RNU2-60P	pseudo	True	both
ENSG00000253103	101927487	LINC01609	ncRNA	True	True	LINC01609	ncRNA	True	both
ENSG00000253107	100132280	LOC100132280	pseudo	True	True	LOC100132280	pseudo	True	both
ENSG00000253109	100270922	RPL12P22	pseudo	True	True	RPL12P22	pseudo	True	both
ENSG00000253117	729330	OC90	protein-coding	True	True	OC90	protein-coding	True	both
ENSG00000253119	100421357	HNRNPA3P7	pseudo	True	True	HNRNPA3P7	pseudo	True	both
ENSG00000253123	100507403	LNCMB2	ncRNA	True	True	LNCMB2	ncRNA	True	both
ENSG00000253127	28880	IGKV2D-36	pseudo	True	True	IGKV2D-36	pseudo	True	both
ENSG00000253130	105379224	LOC105379224	ncRNA	True	True	LOC105379224	ncRNA	True	both
ENSG00000253131	28380	IGHV7-56	pseudo	True	True	IGHV7-56	pseudo	True	both
ENSG00000253132	28416	IGHV3-62	pseudo	True	True	IGHV3-62	pseudo	True	both
ENSG00000253137	100422271	PSMC2P2	pseudo	True	True	PSMC2P2	pseudo	True	both
ENSG00000253138	100505659	LINC00967	ncRNA	True	True	LINC00967	ncRNA	True	both
ENSG00000253140	105375822	LINC02947	ncRNA	True	True	LINC02947	ncRNA	True	both
ENSG00000253146	100131740	CIR1P1	pseudo	True	True	CIR1P1	pseudo	True	both
ENSG00000253147	102467222	LINC03023	ncRNA	True	True	LINC03023	ncRNA	True	both
ENSG00000253148	431704	RGS21	protein-coding	True	True	RGS21	protein-coding	True	both
