PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	human_gene_id	current_symbol	gene_mapping_method	detected_sample_n	detection_fraction	median_log2_intensity_observed	selected_gene_representative	passes_detection_50pct	source_row
TAGLN2	Transgelin-2;Isoform 2 of Transgelin-2	P37802;P37802-2	8407	TAGLN2	official_exact	41	0.8723404255319149	5.212596719448802	True	True	840
ANXA9	Annexin A9	O76027	8416	ANXA9	official_exact	6	0.1276595744680851	4.15501851598179	True	False	212
STX7	Syntaxin-7;Isoform 2 of Syntaxin-7	O15400;O15400-2	8417	STX7	official_exact	4	0.0851063829787234	4.280018873107171	True	False	128
STK24	Serine/threonine-protein kinase 24;Isoform A of Serine/threonine-protein kinase 24	Q9Y6E0;Q9Y6E0-2	8428	STK24	official_exact	14	0.2978723404255319	4.162416030895716	True	False	1694
CAPNS2	Calpain small subunit 2	Q96L46	84290	CAPNS2	official_exact	11	0.23404255319148937	4.974484612106493	True	False	1470
DDI2	Protein DDI1 homolog 2;Isoform 2 of Protein DDI1 homolog 2;Isoform 3 of Protein DDI1 homolog 2	Q5TDH0;Q5TDH0-2;Q5TDH0-3	84301	DDI2	official_exact	2	0.0425531914893617	4.904927547332422	True	False	1304
RASAL1	RasGAP-activating-like protein 1;Isoform 2 of RasGAP-activating-like protein 1;Isoform 3 of RasGAP-activating-like protein 1;Isoform 4 of RasGAP-activating-like protein 1	O95294;O95294-2;O95294-3;O95294-4	8437	RASAL1	official_exact	3	0.06382978723404255	5.319460028915889	True	False	220
ATRN	Attractin;Isoform 2 of Attractin;Isoform 3 of Attractin	O75882;O75882-2;O75882-3	8455	ATRN	official_exact	47	1.0	5.276533945574734	True	True	207
GNPTG	N-acetylglucosamine-1-phosphotransferase subunit gamma	Q9UJJ9	84572	GNPTG	official_exact	45	0.9574468085106383	6.130417538310089	True	True	1647
RNASE7	Ribonuclease 7	Q9H1E1	84659	RNASE7	official_exact	12	0.2553191489361702	5.08325788373976	True	False	1540
CAT	Catalase	P04040	847	CAT	official_exact	33	0.7021276595744681	4.223386482108065	True	True	358
TXNDC17	Thioredoxin domain-containing protein 17	Q9BRA2	84817	TXNDC17	official_exact	21	0.44680851063829785	4.5912948574223025	True	False	1511
ATP5MD	ATP synthase membrane subunit DAPIT, mitochondrial	Q96IX5	84833	ATP5MK	unique_synonym	5	0.10638297872340426	5.139481874625437	True	False	1466
LRP11	Low-density lipoprotein receptor-related protein 11;Isoform 2 of Low-density lipoprotein receptor-related protein 11	Q86VZ4;Q86VZ4-2	84918	LRP11	official_exact	2	0.0425531914893617	3.3352300191968713	True	False	1364
YBX3	Y-box-binding protein 3;Isoform 2 of Y-box-binding protein 3;Isoform 3 of Y-box-binding protein 3	P16989;P16989-2;P16989-3	8531	YBX3	official_exact	2	0.0425531914893617	6.253346072061828	True	False	631
CHST1	Carbohydrate sulfotransferase 1	O43916	8534	CHST1	official_exact	11	0.23404255319148937	3.114580988913651	True	False	157
BCAS1	Breast carcinoma-amplified sequence 1;Isoform 2 of Breast carcinoma-amplified sequence 1	O75363;O75363-2	8537	BCAS1	official_exact	9	0.19148936170212766	3.9061882765532787	True	False	188
APOL1	Apolipoprotein L1;Isoform 2 of Apolipoprotein L1;Isoform 3 of Apolipoprotein L1	O14791;O14791-2;O14791-3	8542	APOL1	official_exact	5	0.10638297872340426	3.8633049464329687	True	False	112
TNKS1BP1	182 kDa tankyrase-1-binding protein	Q9C0C2	85456	CNOT12	unique_synonym	3	0.06382978723404255	2.207329853723217	True	False	1532
SCIN	Adseverin;Isoform 2 of Adseverin	Q9Y6U3;Q9Y6U3-2	85477	SCIN	official_exact	8	0.1702127659574468	5.230776335765118	True	False	1697
YARS1	Tyrosine--tRNA ligase, cytoplasmic	P54577	8565	YARS1	official_exact	4	0.0851063829787234	5.014632955262233	True	False	965
LY6D	Lymphocyte antigen 6D	Q14210	8581	LY6D	official_exact	17	0.3617021276595745	4.269365279026511	True	False	1222
RNASET2	Ribonuclease T2	O00584	8635	RNASET2	official_exact	47	1.0	6.611298395339335	True	True	99
SERPINA6	Corticosteroid-binding globulin	P08185	866	SERPINA6	official_exact	17	0.3617021276595745	4.336092307393749	True	False	456
EIF3B	Eukaryotic translation initiation factor 3 subunit B;Isoform 2 of Eukaryotic translation initiation factor 3 subunit B	P55884;P55884-2	8662	EIF3B	official_exact	3	0.06382978723404255	5.068207692706028	True	False	986
EIF3D	Eukaryotic translation initiation factor 3 subunit D;Isoform 2 of Eukaryotic translation initiation factor 3 subunit D;Isoform 3 of Eukaryotic translation initiation factor 3 subunit D	O15371;O15371-2;O15371-3	8664	EIF3D	official_exact	2	0.0425531914893617	3.011328239019816	True	False	127
EIF3F	Eukaryotic translation initiation factor 3 subunit F	O00303	8665	EIF3F	official_exact	7	0.14893617021276595	5.232794326134043	True	False	90
EIF3I	Eukaryotic translation initiation factor 3 subunit I	Q13347	8668	EIF3I	official_exact	3	0.06382978723404255	3.3443468432960617	True	False	1189
EIF3J	Eukaryotic translation initiation factor 3 subunit J;Isoform 2 of Eukaryotic translation initiation factor 3 subunit J;Isoform 3 of Eukaryotic translation initiation factor 3 subunit J	O75822;O75822-2;O75822-3	8669	EIF3J	official_exact	4	0.0851063829787234	4.441334919360555	True	False	203
VAMP8	Vesicle-associated membrane protein 8	Q9BV40	8673	VAMP8	official_exact	7	0.14893617021276595	3.9103108728648754	True	False	1519
GALNT4	Polypeptide N-acetylgalactosaminyltransferase 4	Q8N4A0	8693	GALNT4	official_exact	44	0.9361702127659575	5.068836012789955	True	True	1383
ACTN1	Alpha-actinin-1;Isoform 3 of Alpha-actinin-1	P12814;P12814-3	87	ACTN1	official_exact	23	0.48936170212765956	3.977286300655901	True	False	563
B4GALT4	Beta-1,4-galactosyltransferase 4	O60513	8702	B4GALT4	official_exact	40	0.851063829787234	4.491768795080145	True	True	163
SERPINB7	Serpin B7;Isoform 2 of Serpin B7	O75635;O75635-2	8710	SERPINB7	official_exact	20	0.425531914893617	5.225087500161849	True	False	200
MBTPS1	Membrane-bound transcription factor site-1 protease	Q14703	8720	MBTPS1	official_exact	6	0.1276595744680851	5.008907260377896	True	False	1235
CTSF	Cathepsin F	Q9UBX1	8722	CTSF	official_exact	45	0.9574468085106383	5.931936589852691	True	True	1630
CBR1	Carbonyl reductase [NADPH] 1	P16152	873	CBR1	official_exact	25	0.5319148936170213	5.153219100243432	True	True	623
CBR3	Carbonyl reductase [NADPH] 3	O75828	874	CBR3	official_exact	5	0.10638297872340426	2.7074081092137328	True	False	204
TNFSF10	Tumor necrosis factor ligand superfamily member 10	P50591	8743	TNFSF10	official_exact	45	0.9574468085106383	5.412791162915552	True	True	929
ADAM15	Disintegrin and metalloproteinase domain-containing protein 15;Isoform 10 of Disintegrin and metalloproteinase domain-containing protein 15;Isoform 2 of Disintegrin and metalloproteinase domain-containing protein 15;Isoform 3 of Disintegrin and metalloproteinase domain-containing protein 15;Isoform 4 of Disintegrin and metalloproteinase domain-containing protein 15;Isoform 5 of Disintegrin and metalloproteinase domain-containing protein 15;Isoform 6 of Disintegrin and metalloproteinase domain-containing protein 15;Isoform 7 of Disintegrin and metalloproteinase domain-containing protein 15;Isoform 8 of Disintegrin and metalloproteinase domain-containing protein 15;Isoform 9 of Disintegrin and metalloproteinase domain-containing protein 15	Q13444;Q13444-10;Q13444-2;Q13444-3;Q13444-4;Q13444-5;Q13444-6;Q13444-7;Q13444-8;Q13444-9	8751	ADAM15	official_exact	29	0.6170212765957447	3.7915791521174675	True	True	1194
ADAM9	Disintegrin and metalloproteinase domain-containing protein 9;Isoform 2 of Disintegrin and metalloproteinase domain-containing protein 9	Q13443;Q13443-2	8754	ADAM9	official_exact	42	0.8936170212765957	4.801179012248369	True	True	1193
SNAP23	Synaptosomal-associated protein 23	O00161	8773	SNAP23	official_exact	5	0.10638297872340426	3.176286695397536	True	False	83
NAPA	Alpha-soluble NSF attachment protein	P54920	8775	NAPA	official_exact	9	0.19148936170212766	5.176627432795133	True	False	970
MATN4	Matrilin-4;Isoform 2 of Matrilin-4;Isoform 3 of Matrilin-4;Isoform 4 of Matrilin-4	O95460;O95460-2;O95460-3;O95460-4	8785	MATN4	official_exact	10	0.2127659574468085	3.3787124564375137	True	False	225
FBP2	Fructose-1,6-bisphosphatase isozyme 2	O00757	8789	FBP2	official_exact	13	0.2765957446808511	6.394784786002752	True	False	103
SCEL	Sciellin;Isoform 2 of Sciellin;Isoform 3 of Sciellin	O95171;O95171-2;O95171-3	8796	SCEL	official_exact	25	0.5319148936170213	4.648965335953037	True	True	218
CREG1	Protein CREG1	O75629	8804	CREG1	official_exact	34	0.723404255319149	4.906992814286259	True	True	199
IQGAP1	Ras GTPase-activating-like protein IQGAP1	P46940	8826	IQGAP1	official_exact	34	0.723404255319149	4.946313424031348	True	True	881
GGH	Gamma-glutamyl hydrolase	Q92820	8836	GGH	official_exact	41	0.8723404255319149	5.288276526331158	True	True	1441
PROM1	Prominin-1;Isoform 2 of Prominin-1	O43490;O43490-2	8842	PROM1	official_exact	47	1.0	5.5723589509141815	True	True	144
FCGBP	IgGFc-binding protein	Q9Y6R7	8857	FCGBP	official_exact	46	0.9787234042553191	6.790496216386748	True	True	1696
CPNE3	Copine-3	O75131	8895	CPNE3	official_exact	27	0.574468085106383	4.750618672834391	True	True	179
CPNE1	Copine-1	Q99829	8904	CPNE1	official_exact	8	0.1702127659574468	4.596281366806659	True	False	1502
KYNU	Kynureninase;Isoform 2 of Kynureninase	Q16719;Q16719-2	8942	KYNU	official_exact	6	0.1276595744680851	5.2986371213929395	True	False	1284
H1-10	Histone H1.10	Q92522	8971	H1-10	official_exact	11	0.23404255319148937	4.301545873685324	True	False	1431
SERPINB12	Isoform 2 of Serpin B12	Q96P63-2	89777	SERPINB12	official_exact	21	0.44680851063829785	4.93138560573941	True	False	1474
PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	O60568	8985	PLOD3	official_exact	26	0.5531914893617021	4.391835888900319	True	True	165
SELENBP1	Methanethiol oxidase;Isoform 4 of Methanethiol oxidase	Q13228;Q13228-4	8991	SELENBP1	official_exact	43	0.9148936170212766	5.025415363256168	True	True	1181
PGLYRP1	Peptidoglycan recognition protein 1	O75594	8993	PGLYRP1	official_exact	10	0.2127659574468085	4.6437754685171395	True	False	197
LACRT	Extracellular glycoprotein lacritin	Q9GZZ8	90070	LACRT	official_exact	47	1.0	7.308024830650627	True	True	1535
MCFD2	Multiple coagulation factor deficiency protein 2;Isoform 2 of Multiple coagulation factor deficiency protein 2;Isoform 3 of Multiple coagulation factor deficiency protein 2	Q8NI22;Q8NI22-2;Q8NI22-3	90411	MCFD2	official_exact	45	0.9574468085106383	5.465000100642332	True	True	1405
RPL14	60S ribosomal protein L14	P50914	9045	RPL14	official_exact	12	0.2553191489361702	4.957579917741416	True	False	932
GPRC5A	Retinoic acid-induced protein 3	Q8NFJ5	9052	GPRC5A	official_exact	5	0.10638297872340426	4.730586433926624	True	False	1398
SLC13A2	Solute carrier family 13 member 2;Isoform 2 of Solute carrier family 13 member 2;Isoform 3 of Solute carrier family 13 member 2	Q13183;Q13183-2;Q13183-3	9058	SLC13A2	official_exact	41	0.8723404255319149	5.1750248554402924	True	True	1177
ANGPTL1	Angiopoietin-related protein 1	O95841	9068	ANGPTL1	official_exact	46	0.9787234042553191	5.2697283159034845	True	True	233
CCT6A	T-complex protein 1 subunit zeta	P40227	908	CCT6A	official_exact	13	0.2765957446808511	4.364845868526485	True	False	853
PDLIM1	PDZ and LIM domain protein 1	O00151	9124	PDLIM1	official_exact	18	0.3829787234042553	4.044331148175797	True	False	80
SYNGR2	Synaptogyrin-2;Isoform 2 of Synaptogyrin-2	O43760;O43760-2	9144	SYNGR2	official_exact	4	0.0851063829787234	4.603233225963387	True	False	150
TMSB10	Thymosin beta-10	P63313	9168	TMSB10	official_exact	12	0.2553191489361702	5.072186250484993	True	False	1073
LRRFIP1	Leucine-rich repeat flightless-interacting protein 1;Isoform 2 of Leucine-rich repeat flightless-interacting protein 1;Isoform 3 of Leucine-rich repeat flightless-interacting protein 1	Q32MZ4;Q32MZ4-2;Q32MZ4-3	9208	LRRFIP1	official_exact	3	0.06382978723404255	4.813139811888293	True	False	1292
FCMR	Fas apoptotic inhibitory molecule 3;Isoform 3 of Fas apoptotic inhibitory molecule 3	O60667;O60667-3	9214	FCMR	official_exact	9	0.19148936170212766	4.2870303193254475	True	False	171
GCNT3	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3	O95395	9245	GCNT3	official_exact	43	0.9148936170212766	5.232185508876153	True	True	223
ARRDC1	Arrestin domain-containing protein 1	Q8N5I2	92714	ARRDC1	official_exact	3	0.06382978723404255	4.313235548237594	True	False	1384
DNER	Delta and Notch-like epidermal growth factor-related receptor	Q8NFT8	92737	DNER	official_exact	41	0.8723404255319149	4.985935807127887	True	True	1400
BPIFB1	BPI fold-containing family B member 1	Q8TDL5	92747	BPIFB1	official_exact	4	0.0851063829787234	4.291202701995176	True	False	1414
COPB2	Coatomer subunit beta';Isoform 2 of Coatomer subunit beta'	P35606;P35606-2	9276	COPB2	official_exact	18	0.3829787234042553	4.34839143120082	True	False	826
CD9	CD9 antigen	P21926	928	CD9	official_exact	43	0.9148936170212766	6.738062460733862	True	True	685
CD14	Monocyte differentiation antigen CD14	P08571	929	CD14	official_exact	47	1.0	7.371340489486925	True	True	467
B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	Q8NFL0	93010	B3GNT7	official_exact	33	0.7021276595744681	5.7253358830250685	True	True	1399
DMKN	Dermokine;Isoform 16 of Dermokine;Isoform 2 of Dermokine;Isoform 3 of Dermokine;Isoform 4 of Dermokine;Isoform 5 of Dermokine;Isoform 6 of Dermokine;Isoform 7 of Dermokine	Q6E0U4;Q6E0U4-16;Q6E0U4-2;Q6E0U4-3;Q6E0U4-4;Q6E0U4-5;Q6E0U4-6;Q6E0U4-7	93099	DMKN	official_exact	13	0.2765957446808511	5.045959250399521	True	False	1312
NAPRT	Nicotinate phosphoribosyltransferase;Isoform 3 of Nicotinate phosphoribosyltransferase	Q6XQN6;Q6XQN6-3	93100	NAPRT	official_exact	24	0.5106382978723404	4.040605318181283	True	True	1334
PTER	Phosphotriesterase-related protein;Isoform 2 of Phosphotriesterase-related protein	Q96BW5;Q96BW5-2	9317	PTER	official_exact	1	0.02127659574468085	6.070455269355517	True	False	1453
B4GALT5	Beta-1,4-galactosyltransferase 5	O43286	9334	B4GALT5	official_exact	2	0.0425531914893617	4.438011412379876	True	False	137
MGAM2	Probable maltase-glucoamylase 2	Q2M2H8	93432	MGAM2	official_exact	10	0.2127659574468085	4.362253825621153	True	False	1290
TXNL1	Thioredoxin-like protein 1	O43396	9352	TXNL1	official_exact	6	0.1276595744680851	5.00602170934933	True	False	141
ITGBL1	Integrin beta-like protein 1;Isoform 2 of Integrin beta-like protein 1;Isoform 3 of Integrin beta-like protein 1	O95965;O95965-2;O95965-3	9358	ITGBL1	official_exact	33	0.7021276595744681	4.304384746437954	True	True	236
SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	O14745	9368	NHERF1	unique_synonym	47	1.0	5.6461998533204945	True	True	110
TM9SF2	Transmembrane 9 superfamily member 2	Q99805	9375	TM9SF2	official_exact	10	0.2127659574468085	4.2698382133046024	True	False	1499
HS6ST1	Heparan-sulfate 6-O-sulfotransferase 1;Isoform 2 of Heparan-sulfate 6-O-sulfotransferase 1	O60243;O60243-2	9394	HS6ST1	official_exact	8	0.1702127659574468	5.101106121989289	True	False	159
MUC16	Mucin-16	Q8WXI7	94025	MUC16	official_exact	38	0.8085106382978723	5.323199572064048	True	True	1428
SELENOF	Selenoprotein F	O60613	9403	SELENOF	official_exact	38	0.8085106382978723	4.644852226169235	True	True	168
SYAP1	Synapse-associated protein 1	Q96A49	94056	SYAP1	official_exact	1	0.02127659574468085	10.864036670144648	True	False	1450
GSTO1	Glutathione S-transferase omega-1	P78417	9446	GSTO1	official_exact	33	0.7021276595744681	5.991160325009231	True	True	1088
SCARB2	Lysosome membrane protein 2	Q14108	950	SCARB2	official_exact	13	0.2765957446808511	4.2879008754473995	True	False	1214
NPEPPS	Puromycin-sensitive aminopeptidase	P55786	9520	NPEPPS	official_exact	28	0.5957446808510638	5.004509509268783	True	True	984
EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1;Isoform 2 of Eukaryotic translation elongation factor 1 epsilon-1	O43324;O43324-2	9521	EEF1E1	official_exact	1	0.02127659574468085	3.885639498922766	True	False	139
TECR	Very-long-chain enoyl-CoA reductase	Q9NZ01	9524	TECR	official_exact	6	0.1276595744680851	3.378397122468292	True	False	1601
VPS4B	Vacuolar protein sorting-associated protein 4B	O75351	9525	VPS4B	official_exact	16	0.3404255319148936	5.182528468623512	True	False	185
TMEM59	Transmembrane protein 59	Q9BXS4	9528	TMEM59	official_exact	10	0.2127659574468085	4.034644833706244	True	False	1527
GMFG	Glia maturation factor gamma	O60234	9535	GMFG	official_exact	11	0.23404255319148937	3.933003427167968	True	False	158
RAB3D	Ras-related protein Rab-3D	O95716	9545	RAB3D	official_exact	8	0.1702127659574468	5.68680320315281	True	False	229
ENTPD6	Ectonucleoside triphosphate diphosphohydrolase 6;Isoform 2 of Ectonucleoside triphosphate diphosphohydrolase 6;Isoform 3 of Ectonucleoside triphosphate diphosphohydrolase 6	O75354;O75354-2;O75354-3	955	ENTPD6	official_exact	3	0.06382978723404255	4.97770659585336	True	False	186
ATP6V1G1	V-type proton ATPase subunit G 1	O75348	9550	ATP6V1G1	official_exact	9	0.19148936170212766	4.085485588775072	True	False	184
SEC22B	Vesicle-trafficking protein SEC22b	O75396	9554	SEC22B	official_exact	6	0.1276595744680851	4.265929757187493	True	False	193
MACROH2A1	Core histone macro-H2A.1;Isoform 1 of Core histone macro-H2A.1;Isoform 3 of Core histone macro-H2A.1	O75367;O75367-2;O75367-3	9555	MACROH2A1	official_exact	22	0.46808510638297873	4.184260072743815	True	False	189
ENTPD3	Ectonucleoside triphosphate diphosphohydrolase 3;Isoform 2 of Ectonucleoside triphosphate diphosphohydrolase 3	O75355;O75355-2	956	ENTPD3	official_exact	18	0.3829787234042553	4.00894499083938	True	False	187
MINPP1	Multiple inositol polyphosphate phosphatase 1	Q9UNW1	9562	MINPP1	official_exact	45	0.9574468085106383	4.897752598381843	True	True	1664
H6PD	GDH/6PGL endoplasmic bifunctional protein;Isoform 2 of GDH/6PGL endoplasmic bifunctional protein	O95479;O95479-2	9563	H6PD	official_exact	41	0.8723404255319149	3.8043823605295843	True	True	227
PRDX6	Peroxiredoxin-6	P30041	9588	PRDX6	official_exact	45	0.9574468085106383	5.452155005509866	True	True	765
CD44	CD44 antigen;Isoform 10 of CD44 antigen;Isoform 11 of CD44 antigen;Isoform 12 of CD44 antigen;Isoform 13 of CD44 antigen;Isoform 14 of CD44 antigen;Isoform 15 of CD44 antigen;Isoform 16 of CD44 antigen;Isoform 17 of CD44 antigen;Isoform 18 of CD44 antigen;Isoform 3 of CD44 antigen;Isoform 4 of CD44 antigen;Isoform 5 of CD44 antigen;Isoform 6 of CD44 antigen;Isoform 7 of CD44 antigen;Isoform 8 of CD44 antigen;Isoform 9 of CD44 antigen	P16070;P16070-10;P16070-11;P16070-12;P16070-13;P16070-14;P16070-15;P16070-16;P16070-17;P16070-18;P16070-3;P16070-4;P16070-5;P16070-6;P16070-7;P16070-8;P16070-9	960	CD44	official_exact	44	0.9361702127659575	6.1149079039652054	True	True	622
PDIA4	Protein disulfide-isomerase A4	P13667	9601	PDIA4	official_exact	38	0.8085106382978723	4.923745035016641	True	True	577
ISG15	Ubiquitin-like protein ISG15	P05161	9636	ISG15	official_exact	6	0.1276595744680851	3.094370823053274	True	False	395
CD58	Lymphocyte function-associated antigen 3;Isoform 2 of Lymphocyte function-associated antigen 3;Isoform 3 of Lymphocyte function-associated antigen 3	P19256;P19256-2;P19256-3	965	CD58	official_exact	29	0.6170212765957447	4.840007403675737	True	True	655
CD59	CD59 glycoprotein;Isoform 2 of CD59 glycoprotein	P13987;P13987-2	966	CD59	official_exact	47	1.0	6.973903586794902	True	True	590
